Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
h2database,org.h2.expression,IntervalOperation,getValue,Long Statement,The length of the statement "return IntervalUtils.intervalFromAbsolute(IntervalQualifier.valueOf(Value.getHigherOrder(lType`rType) - Value.INTERVAL_YEAR)`opType == IntervalOpType.INTERVAL_PLUS_INTERVAL ? a1.add(a2) : a1.subtract(a2));" is 205.,198
h2database,org.h2.expression,IntervalOperation,getValue,Long Statement,The length of the statement "return ValueNumeric.get(IntervalUtils.intervalToAbsolute((ValueInterval)l)).divide(ValueNumeric.get(IntervalUtils.intervalToAbsolute((ValueInterval)r))`type);" is 158.,198
h2database,org.h2.expression,IntervalOperation,getValue,Long Statement,The length of the statement "return IntervalUtils.intervalFromAbsolute(IntervalQualifier.valueOf(lType - Value.INTERVAL_YEAR)`(opType == IntervalOpType.INTERVAL_MULTIPLY_NUMERIC ? a1.multiply(a2) : a1.divide(a2)).toBigInteger());" is 200.,198
h2database,org.h2.expression,IntervalOperation,getValue,Long Statement,The length of the statement "ValueTimeTimeZone left=(ValueTimeTimeZone)l.convertTo(TypeInfo.TYPE_TIME_TZ`session)` right=(ValueTimeTimeZone)r.convertTo(TypeInfo.TYPE_TIME_TZ`session);" is 154.,198
h2database,org.h2.expression,IntervalOperation,getValue,Long Statement,The length of the statement "diff=left.getNanos() - right.getNanos() + (right.getTimeZoneOffsetSeconds() - left.getTimeZoneOffsetSeconds()) * DateTimeUtils.NANOS_PER_SECOND;" is 144.,198
h2database,org.h2.expression,IntervalOperation,getValue,Long Statement,The length of the statement "long leading=12L * (DateTimeUtils.yearFromDateValue(dateValue1) - DateTimeUtils.yearFromDateValue(dateValue2)) + DateTimeUtils.monthFromDateValue(dateValue1) - DateTimeUtils.monthFromDateValue(dateValue2);" is 205.,198
h2database,org.h2.expression,IntervalOperation,getValue,Long Statement,The length of the statement "long diff=absoluteDayFromDateValue(((ValueDate)l).getDateValue()) - absoluteDayFromDateValue(((ValueDate)r).getDateValue());" is 124.,198
h2database,org.h2.expression,IntervalOperation,getValue,Long Statement,The length of the statement "diff=diff.add(BigInteger.valueOf((((ValueTimestampTimeZone)r).getTimeZoneOffsetSeconds() - ((ValueTimestampTimeZone)l).getTimeZoneOffsetSeconds()) * NANOS_PER_SECOND));" is 168.,198
h2database,org.h2.expression,IntervalOperation,getValue,Magic Number,The method contains a magic number: 12L,198
h2database,org.h2.expression,IntervalOperation,getDateTimeWithInterval,Complex Method,Cyclomatic complexity of the method is 14,303
h2database,org.h2.expression,IntervalOperation,getDateTimeWithInterval,Long Parameter List,The method has 5 parameters. ,303
h2database,org.h2.expression,Operation1_2,getSubexpressionCount,Magic Number,The method contains a magic number: 2,81
h2database,org.h2.expression,Operation2,getSubexpressionCount,Magic Number,The method contains a magic number: 2,71
h2database,org.h2.expression,Operation2,getSubexpression,Missing default,The following switch statement is missing a default case: switch (index) {,76
h2database,org.h2.expression,OperationN,addParameter,Magic Number,The method contains a magic number: 2,40
h2database,org.h2.expression,Parameter,isEverything,Missing default,The following switch statement is missing a default case: switch (visitor.getType()) {,94
h2database,org.h2.expression,Rownum,isEverything,Complex Method,Cyclomatic complexity of the method is 8,51
h2database,org.h2.expression,Rownum,isEverything,Missing default,The following switch statement is missing a default case: switch (visitor.getType()) {,51
h2database,org.h2.expression,SearchedCase,SearchedCase,Magic Number,The method contains a magic number: 4,18
h2database,org.h2.expression,SearchedCase,getValue,Magic Number,The method contains a magic number: 2,26
h2database,org.h2.expression,SearchedCase,optimize,Complex Method,Cyclomatic complexity of the method is 9,40
h2database,org.h2.expression,SearchedCase,optimize,Magic Number,The method contains a magic number: 2,40
h2database,org.h2.expression,SearchedCase,getUnenclosedSQL,Magic Number,The method contains a magic number: 2,78
h2database,org.h2.expression,SequenceValue,isEverything,Missing default,The following switch statement is missing a default case: switch (visitor.getType()) {,67
h2database,org.h2.expression,SimpleCase,optimize,Complex Method,Cyclomatic complexity of the method is 12,73
h2database,org.h2.expression,Subquery,getValue,Magic Number,The method contains a magic number: 2,43
h2database,org.h2.expression,Subquery,readRow,Long Statement,The length of the statement "return visible == 1 ? values[0] : ValueRow.get(getType()`visible == values.length ? values : Arrays.copyOf(values`visible));" is 124.,78
h2database,org.h2.expression,TimeZoneOperation,getValue,Complex Conditional,The conditional expression (valueType == Value.TIMESTAMP_TZ || valueType == Value.TIME_TZ) && right != null is complex.,41
h2database,org.h2.expression,TimeZoneOperation,parseTimeZone,Long Parameter List,The method has 5 parameters. ,74
h2database,org.h2.expression,TimeZoneOperation,parseInterval,Complex Conditional,The conditional expression h > 18 || h == 18 && seconds != 0 || seconds % DateTimeUtils.NANOS_PER_SECOND != 0 is complex.,91
h2database,org.h2.expression,TimeZoneOperation,parseInterval,Magic Number,The method contains a magic number: 18,91
h2database,org.h2.expression,TimeZoneOperation,parseInterval,Magic Number,The method contains a magic number: 18,91
h2database,org.h2.expression,TimeZoneOperation,parseInterval,Magic Number,The method contains a magic number: 3_600,91
h2database,org.h2.expression,TimeZoneOperation,optimize,Complex Conditional,The conditional expression left.isConstant() && (right == null || right.isConstant()) is complex.,110
h2database,org.h2.expression,TimeZoneOperation,optimize,Complex Method,Cyclomatic complexity of the method is 8,110
h2database,org.h2.expression,TimeZoneOperation,optimize,Missing default,The following switch statement is missing a default case: switch (type.getValueType()) {,110
h2database,org.h2.expression,TypedValueExpression,getImpl,Complex Conditional,The conditional expression dt.supportsPrecision && type.getPrecision() != vt.getPrecision() || dt.supportsScale && type.getScale() != vt.getScale() || !Objects.equals(type.getExtTypeInfo()`vt.getExtTypeInfo()) is complex.,53
h2database,org.h2.expression,TypedValueExpression,getImpl,Long Statement,The length of the statement "if (dt.supportsPrecision && type.getPrecision() != vt.getPrecision() || dt.supportsScale && type.getScale() != vt.getScale() || !Objects.equals(type.getExtTypeInfo()`vt.getExtTypeInfo())) {" is 189.,53
h2database,org.h2.expression,Variable,isEverything,Missing default,The following switch statement is missing a default case: switch (visitor.getType()) {,47
h2database,org.h2.expression.analysis,DataAnalysisOperation,optimize,Complex Method,Cyclomatic complexity of the method is 10,151
h2database,org.h2.expression.analysis,DataAnalysisOperation,checkOrderBy,Missing default,The following switch statement is missing a default case: switch (units) {,192
h2database,org.h2.expression.analysis,DataAnalysisOperation,updateAggregate,Complex Method,Cyclomatic complexity of the method is 8,219
h2database,org.h2.expression.analysis,DataAnalysisOperation,isEverything,Missing default,The following switch statement is missing a default case: switch (visitor.getType()) {,361
h2database,org.h2.expression.analysis,Window,optimize,Complex Method,Cyclomatic complexity of the method is 10,146
h2database,org.h2.expression.analysis,WindowFrame,BiItr,Long Parameter List,The method has 5 parameters. ,96
h2database,org.h2.expression.analysis,WindowFrame,BiReverseItr,Long Parameter List,The method has 5 parameters. ,118
h2database,org.h2.expression.analysis,WindowFrame,TriItr,Long Parameter List,The method has 7 parameters. ,140
h2database,org.h2.expression.analysis,WindowFrame,TriReverseItr,Long Parameter List,The method has 7 parameters. ,163
h2database,org.h2.expression.analysis,WindowFrame,iterator,Long Parameter List,The method has 6 parameters. ,190
h2database,org.h2.expression.analysis,WindowFrame,iterator,Long Statement,The length of the statement "return plainIterator(orderedRows`0`over.getOrderBy() == null ? endIndex : toGroupEnd(orderedRows`sortOrder`currentRow`endIndex)`reverse);" is 137.,190
h2database,org.h2.expression.analysis,WindowFrame,getEndIndex,Long Parameter List,The method has 5 parameters. ,220
h2database,org.h2.expression.analysis,WindowFrame,biIterator,Long Parameter List,The method has 6 parameters. ,258
h2database,org.h2.expression.analysis,WindowFrame,biIterator,Long Statement,The length of the statement "return reverse ? new BiReverseItr(orderedRows`startIndex1`endIndex1`startIndex2`endIndex2) : new BiItr(orderedRows`startIndex1`endIndex1`startIndex2`endIndex2);" is 160.,258
h2database,org.h2.expression.analysis,WindowFrame,triIterator,Long Parameter List,The method has 8 parameters. ,264
h2database,org.h2.expression.analysis,WindowFrame,triIterator,Long Statement,The length of the statement "return reverse ? new TriReverseItr(orderedRows`startIndex1`endIndex1`startIndex2`endIndex2`startIndex3`endIndex3) : new TriItr(orderedRows`startIndex1`endIndex1`startIndex2`endIndex2`startIndex3`endIndex3);" is 206.,264
h2database,org.h2.expression.analysis,WindowFrame,getCompareRow,Complex Method,Cyclomatic complexity of the method is 30,296
h2database,org.h2.expression.analysis,WindowFrame,getCompareRow,Long Parameter List,The method has 6 parameters. ,296
h2database,org.h2.expression.analysis,WindowFrame,getCompareRow,Long Statement,The length of the statement "newValue=new BinaryOperation(opType`ValueExpression.get(currentValue)`ValueExpression.get(range)).optimize(session).getValue(session).convertTo(type);" is 150.,296
h2database,org.h2.expression.analysis,WindowFrame,getCompareRow,Missing default,The following switch statement is missing a default case: switch (type) {,296
h2database,org.h2.expression.analysis,WindowFrame,isValid,Long Statement,The length of the statement "return s != WindowFrameBoundType.UNBOUNDED_FOLLOWING && f != WindowFrameBoundType.UNBOUNDED_PRECEDING && s.compareTo(f) <= 0;" is 125.,443
h2database,org.h2.expression.analysis,WindowFrame,iterator,Long Parameter List,The method has 5 parameters. ,517
h2database,org.h2.expression.analysis,WindowFrame,iterator,Long Statement,The length of the statement "int endIndex=following != null ? getIndex(session`orderedRows`sortOrder`currentRow`following`true) : units == WindowFrameUnits.ROWS ? currentRow : toGroupEnd(orderedRows`sortOrder`currentRow`orderedRows.size() - 1);" is 215.,517
h2database,org.h2.expression.analysis,WindowFrame,iterator,Long Statement,The length of the statement "return exclusion != WindowFrameExclusion.EXCLUDE_NO_OTHERS ? complexIterator(orderedRows`sortOrder`currentRow`startIndex`endIndex`reverse) : plainIterator(orderedRows`startIndex`endIndex`reverse);" is 196.,517
h2database,org.h2.expression.analysis,WindowFrame,getEndIndex,Long Statement,The length of the statement "int endIndex=following != null ? getIndex(session`orderedRows`sortOrder`currentRow`following`true) : units == WindowFrameUnits.ROWS ? currentRow : toGroupEnd(orderedRows`sortOrder`currentRow`orderedRows.size() - 1);" is 215.,583
h2database,org.h2.expression.analysis,WindowFrame,getIndex,Complex Method,Cyclomatic complexity of the method is 39,613
h2database,org.h2.expression.analysis,WindowFrame,getIndex,Long Method,The method has 175 lines of code.,613
h2database,org.h2.expression.analysis,WindowFrame,getIndex,Long Parameter List,The method has 6 parameters. ,613
h2database,org.h2.expression.analysis,WindowFrame,getIndex,Long Statement,The length of the statement "index=forFollowing ? toGroupEnd(orderedRows`sortOrder`currentRow`last) : toGroupStart(orderedRows`sortOrder`currentRow`0);" is 122.,613
h2database,org.h2.expression.analysis,WindowFrame,getIndex,Missing default,The following switch statement is missing a default case: switch (bound.getType()) {,613
h2database,org.h2.expression.analysis,WindowFrame,getIndex,Missing default,The following switch statement is missing a default case: switch (units) {,613
h2database,org.h2.expression.analysis,WindowFrame,getIndex,Missing default,The following switch statement is missing a default case: switch (units) {,613
h2database,org.h2.expression.analysis,WindowFrame,getIndex,Missing default,The following switch statement is missing a default case: switch (units) {,613
h2database,org.h2.expression.analysis,WindowFrame,complexIterator,Complex Conditional,The conditional expression exStart > exEnd || exEnd < startIndex || exStart > endIndex is complex.,793
h2database,org.h2.expression.analysis,WindowFrame,complexIterator,Complex Method,Cyclomatic complexity of the method is 15,793
h2database,org.h2.expression.analysis,WindowFrame,complexIterator,Long Parameter List,The method has 6 parameters. ,793
h2database,org.h2.expression.analysis,BiItr,BiItr,Long Parameter List,The method has 5 parameters. ,96
h2database,org.h2.expression.analysis,BiReverseItr,BiReverseItr,Long Parameter List,The method has 5 parameters. ,118
h2database,org.h2.expression.analysis,TriItr,TriItr,Long Parameter List,The method has 7 parameters. ,140
